"time","nuts","region","bovine","cows","swine","sheep","goats","cereals_grain","tot.precipitation","months.of.droughts","total.extreme.precipitation.mm","fire.weather.index","frost.days","heatdays","mean.wind.speed","temperature","deaths","fertility.rate","life.expectancy","Crude.rate.of.net.migration","Total.population.change","tot.population","GDP.in.millions","employment.rate","Pre.primary.education","Primary..lower.and.upper.secondary.education","First.and.second.stage.of.tertiary.education","NEETS..","number.of.tourists"
2003,"ITC3","Liguria",19.2,7.6,2.7,21.1,8.7,1.3,948.210310715769,6.26534445530114,271.247828748724,4.86696764501911,29.3683610543877,9.57468262263144,2.6908682763355,13.4284234494159,22936,1.10598,80,NA,4717,1568193,"40.888,49","60,5",35724,157427,37394,15.5,"14.769.598"
2004,"ITC3","Liguria",NA,NA,NA,NA,NA,1.1,1009.8924096809,3.11532414813246,152.516228309528,5.93264313207901,24.644968974134,0,2.61960963024238,12.8305928270005,20473,1.17594,81.2,NA,7703,1572910,"42.451,55","60,6",36223,157208,38774,13.7,"14.214.124"
2005,"ITC3","Liguria",NA,NA,NA,NA,NA,1,943.262364921326,5.11811554719156,115.582249302916,5.62103960688472,42.1837255513667,0,2.4911078708333,12.4772292774279,21322,1.19062,81,NA,287,1580613,"43.691,96","61,0",36328,157936,39211,14.2,"13.832.991"
2006,"ITC3","Liguria",NA,NA,NA,NA,NA,1,974.318228667195,3.11565754983486,259.775175781059,6.21218731616357,26.7951362582335,2.89461305965143,2.54123751857084,13.3266335598042,21092,1.2416,81.4,NA,-86,1580900,"45.033,18","62,1",36857,160308,38516,13.5,"14.212.325"
2007,"ITC3","Liguria",18.7,7.5,3,22.2,8,0.9,775.994884860531,5.81203081654281,136.087920197603,4.74345710014477,16.6686394380706,0,2.5677330306697,13.3006751409639,20999,1.28115,81.6,NA,2635,1580814,"47.582,14","63,5",37096,161668,39056,13.4,"14.170.265"
2008,"ITC3","Liguria",17.86,6.86,NA,22.14,8.3,NA,1412.15373227422,0.538200368021158,356.622827799532,5.33974802835574,21.1988465808593,0,2.60201720269382,12.9820188119646,21671,1.34925,81.6,NA,6353,1583449,"48.657,52","63,6",36671,163566,38674,12.9,"14.130.514"
2009,"ITC3","Liguria",17.76,6.97,2.88,21.59,8.34,NA,1376.22469896996,0.50089634132093,493.473530983066,6.42041087742015,29.1838295895602,0.577622412647779,2.60261216254418,13.3005159833747,21829,1.35608,81.7,NA,1735,1589802,"46.305,02","63,2",36562,163472,40212,14.4,"13.952.944"
2010,"ITC3","Liguria",15.97,6.19,2.96,21.79,8.52,0.71,1587.69768315361,0,455.757945469621,8.19650328931263,43.2236433257995,0,2.63747235017232,12.175152910322,21474,1.3527,82.1,NA,1056,1591537,"46.095,03","62,7",37191,164357,35661,16.1,"13.754.235"
2011,"ITC3","Liguria",16.74,6.52,2.97,21.78,8.33,0.57,1061.69403997149,0.615251055161461,365.346463108001,5.12838941082659,20.3442703516486,1.57321893163364,2.51827687455932,13.5298102441968,21488,1.33049,82.1,NA,-2497,1592593,"47.152,06","63,0",37354,166203,38400,15.4,"14.060.622"
2012,"ITC3","Liguria",13.94,5.01,0.96,16.52,15.32,0.48,1214.4070745863,0.424015285733148,328.538571220065,7.58715923584595,28.5350382531059,3.074430370978,2.71539659760485,13.2341233909547,21736,1.3835,82.3,4.6,-2774,1590096,"46.307,27","62,0",37413,165424,37702,17.7,"13.401.547"
2013,"ITC3","Liguria",10.28,3.49,0.85,13.7,13.76,NA,1587.37945999026,0,395.799616225226,4.90429294243049,29.0644097301422,0,2.63826800369896,12.8763963514069,21681,1.34562,82.5,2.3,-7000,1587322,"45.756,25","60,6",36900,165525,35673,21.1,"13.149.699"
2014,"ITC3","Liguria",13.78,3.48,0.86,10.68,5.73,NA,1801.68131142544,0,561.939902781698,7.28239222371344,9.49456283672749,0,2.49036982945115,13.8289639722307,20655,1.35058,83.3,0.8,-8676,1580322,"46.573,51","60,7",NA,165581,35659,21.6,"13.474.247"
2015,"ITC3","Liguria",19.52,4.7,1.26,16.76,4.94,0.42,1015.37395811887,0.230331014968266,211.759808522548,8.21431874484745,15.1708488432932,5.72928189129763,2.51502473663165,13.9979220381962,22468,1.31612,82.7,0.1,-12210,1569427,"47.179,51","62,4",NA,165698,33939,20.5,"14.328.278"
2016,"ITC3","Liguria",19.27,4.34,1.54,16.91,5.8,0.4,1231.13030498,1.26747347033976,398.461920087234,5.86659265264923,16.3239690760245,0,2.6313239302465,13.6684781680513,20853,1.31264,83.6,3.3,-5746,1557742,"48.068,02","62,7",34509,163631,33843,17.6,"15.052.324"
2017,"ITC3","Liguria",16.43,4.83,2.51,9.26,5.34,0.38,869.799139160109,4.77391892380325,180.298110799638,6.54954444425612,22.9219044964137,3.10961492530354,2.6230205798146,13.7346985495353,22134,1.29024,83.2,2.7,-8326,1551379,"49.129,73","62,4",33400,167806,34263,20.9,"15.531.610"
2018,"ITC3","Liguria",17.15,4.69,2.39,8.2,6.14,0.37,1493.45526775531,0,402.116830164343,5.90735614178261,20.391714909841,7.47128214907314,2.63581064913656,14.0552368312492,22238,1.24387,83.1,4.4,-6341,1541541,"49.293,35","63,0",32611,168249,35644,19.8,"15.183.243"
2019,"ITC3","Liguria",15.22,3.19,1.9,9.05,8.07,0.37,1458.73431455595,1.57386962706268,523.251052858368,7.56721083250503,17.5827613051514,7.69050173755915,2.6766866760772,13.9937852447742,21354,1.21,83.5,2.9,-8154,1532980,"50.105,22","63,3",31568,168708,33379,17.7,"15.074.888"
2020,"ITC3","Liguria",15.14,3.34,0.86,25.72,7.73,0.36,1211.86908245773,0.0768861850893469,300.059097327721,5.71040505096854,13.9802535383105,0.346476947648521,2.55649449987109,13.8781011701824,25733,1.22796,81.9,7,-6331,1524826,"45.221,63","62,7",30566,166028,34160,20,"8.568.423"
2021,"ITC3","Liguria",13.9,2.66,0.93,24.28,9.11,0.34,1110.25364556468,1.61524448053758,243.804490108119,6.93973629021181,20.3503166636214,3.3808389855252,2.66613076032201,13.5396151388664,22562,1.2095,83,3.1,-9268,1518495,"49.519,36","63,5",28389,164165,35937,19.6,"11.791.468"
2022,"ITC3","Liguria",11.8,3.04,0.87,11.52,9.96,0.35,889.533509558424,5.65352379982835,129.562848952688,11.0787262947988,14.1350121733041,11.807138245684,2.44021512607181,14.8627165358914,23914,1.19904,82.8,9.2,-1591,1509227,"53.347,56","66",28259,161656,35858,14.8,"15.469.705"
2023,"ITC3","Liguria",11.93,3.05,0.78,9.95,8.75,0.33,1119.03304681235,1.42531591671224,292.619054570631,6.66125160252776,13.3658337481551,9.27400085241102,2.59527408023814,14.6493957785141,NA,1.17021,NA,NA,NA,1507636,"57.304,27","67,4",NA,NA,NA,11.3,"16.084.210"
2000,"ITC4","Lombardia",1609,576,3809.2,91.2,50.6,431.6,1515.30478175634,1.42702867176776,488.411017808788,3.8935170338666,74.9702788354874,0,1.55354579545654,10.512236724348,83615,1.21,80.2,3.6,32936,8971148,"259.861,46","62,6",230254,981177,240029,10.1,"22.839.872"
2001,"ITC4","Lombardia",1867.4,650.6,3578.3,85.7,45.8,438.5,1167.14578347213,0.417788326170514,167.387353913676,8.61567826653621,79.214365153894,0,1.5217820362624,10.3331949196424,84368,1.22,80.3,NA,NA,9004084,"273.359,12","63,8",237577,995637,240661,8.9,"24.569.039"
2002,"ITC4","Lombardia",1760.1,616.6,3928.8,83.6,49,463,1593.24542559693,2.16584220148932,500.783678792821,5.81910479095029,70.8250484125453,0.133196810091786,1.52371385732815,10.5438060448809,85482,1.25659,80.5,NA,48386,9033909,"285.311,63","64,7",242221,1010086,252474,9.2,"25.605.809"
2003,"ITC4","Lombardia",1738.3,620.2,4155.5,82.4,57.4,454.1,891.004020873609,7.71224323327791,163.167412298558,4.92095539934718,87.2299796423558,10.1713118475056,1.55871930782231,10.9201365087614,89822,1.27253,80.2,NA,91206,9082295,"294.774,47","65,3",245261,1009861,266017,8.6,"25.972.014"
2004,"ITC4","Lombardia",NA,NA,NA,NA,NA,477.3,1118.60104053224,2.19770065640698,181.645877572189,5.74011892537738,80.3137768163287,0,1.5566620026122,10.1920099372326,82585,1.36328,81.2,NA,126334,9173501,"304.986,85","65,5",252650,1030348,266845,11.9,"26.473.149"
2005,"ITC4","Lombardia",NA,NA,NA,NA,NA,465.2,1021.5473946848,5.32727467293338,163.194468959861,7.18498123903451,98.3716648635291,0.488355368785238,1.52403607234825,9.92573029390411,85585,1.36555,81.2,NA,70992,9299835,"313.487,64","65,5",257010,1039686,266459,11.6,"26.494.968"
2006,"ITC4","Lombardia",NA,NA,NA,NA,NA,457.5,962.237446474698,4.03829775238014,171.378879820403,7.21755097912472,82.4158240748485,2.64540953114473,1.48884295743587,10.6828302602283,84834,1.43011,81.7,NA,60714,9370827,"323.237,6","66,5",261016,1059440,259683,10.8,"27.021.759"
2007,"ITC4","Lombardia",1692.6,594.5,4132.3,94.2,52.3,456.2,999.671018490857,2.03843538199068,226.210433323167,5.11530955931996,62.1853461448158,2.35567411976981,1.53940747700372,11.1863633130304,85465,1.47119,82,NA,85936,9431541,"336.925,84","66,7",263972,1087012,267105,10.9,"28.648.519"
2008,"ITC4","Lombardia",1677.51,588.87,NA,94.77,53.95,NA,1524.53146032787,0.238369616893691,315.422639440603,5.79943320700562,66.7922830370819,0.044470011981104,1.54350875062813,10.7377309809502,89755,1.53118,81.9,NA,86327,9517477,"349.924,16","66,9",265542,1105913,274415,12.6,"28.303.505"
2009,"ITC4","Lombardia",1661.59,603.99,4076.08,90.67,54.34,NA,1277.46833056452,0.685770318780602,321.855499598477,8.1648652336068,78.7176149731649,0.405552251742527,1.56584769448711,10.8339629281384,89567,1.55805,82.2,NA,66810,9603804,"334.011,08","65,7",267924,1120714,275899,14.2,"29.456.808"
2010,"ITC4","Lombardia",1553.22,551.31,4152.7,91.76,55.54,437.65,1642.79832640919,0.0146211418853888,466.012342698294,7.96555933664985,89.8412501712673,0.278816874256024,1.53912871037358,9.6850314141501,90165,1.56072,82.6,NA,75499,9670614,"349.558,26","65,0",273988,1146541,257804,15.6,"31.126.864"
2011,"ITC4","Lombardia",1578.98,558.63,4164.45,91.28,54.14,325.1,1076.29323365392,1.02154618516416,262.90018337157,5.52543736915379,72.9300617198069,3.17491410515827,1.43570456399575,11.0859761827459,89068,1.51751,83,NA,64898,9746113,"357.748,38","64,6",276214,1163224,283594,15.1,"33.123.562"
2012,"ITC4","Lombardia",1409.83,514.04,4055.51,86.11,75.6,306.02,1255.9610234854,1.27653624462251,242.510140506114,8.6258574353115,87.6610935197817,3.73284424484962,1.55438435395112,10.7110856915494,93757,1.50726,82.8,7,66530,9811011,"351.389,95","64,5",279048,1166159,285972,16,"33.366.636"
2013,"ITC4","Lombardia",1364.65,480.13,4055.23,106.65,109.88,NA,1551.91880680783,0.0147562193559059,376.677834361166,5.15731356398411,76.1104471592894,2.09394354392601,1.52996114301272,10.4676323930224,91264,1.47381,83.5,5.6,52228,9877541,"348.117,43","64,8",278330,1178677,260734,18.3,"33.960.641"
2014,"ITC4","Lombardia",1431.74,519.61,4053.16,120.54,104.55,285.32,1723.67168960313,0.308531789346628,402.546528810659,8.54622714831039,51.9979543276704,0.0448701760557292,1.48424122417931,11.3710807959376,90461,1.46174,83.9,3.3,29218,9929769,"355.346,81","64,9",NA,1191983,274130,18.2,"34.293.526"
2015,"ITC4","Lombardia",1430.53,518.41,4046.57,113.26,103.63,266.56,1068.93074115515,0.420441854055095,184.091025374465,10.0563403251902,63.5359371415411,6.90845490374367,1.51328539377668,11.5137208766795,99470,1.45169,83.2,2.1,5734,9954769,"362.329,59","65,1",NA,1205847,266533,18.6,"37.857.240"
2016,"ITC4","Lombardia",1459.47,512.16,3908.46,116.68,104.5,366.21,1290.9965243754,0.86451892514881,256.572285664411,6.63697784279516,64.6663010809117,0.352530851781247,1.51691955843171,10.974730068129,94301,1.43338,84,2.3,10817,9958447,"373.037,53","66,2",264986,1203634,283783,16.9,"37.194.096"
2017,"ITC4","Lombardia",1451.67,506.9,3994.02,120.19,112.64,350.04,1110.60401208428,1.59968806751562,292.205624552753,6.1892635829902,79.7730520691152,4.20968875047922,1.56141315142133,11.1640358511571,99335,1.40535,83.8,3.7,17092,9970419,"383.032,58","67,3",257571,1233778,290689,15.9,"39.385.960"
2018,"ITC4","Lombardia",1478.16,529.76,3988.23,118.84,112.41,336.76,1336.09181482317,0.338649416113538,217.200013497977,5.73955154083262,62.338471812942,0.516667345747218,1.48545526793877,11.4684237421037,99542,1.36258,84,4.8,24316,9986962,"393.500,34","67,7",251775,1239311,308631,15,"39.115.354"
2019,"ITC4","Lombardia",1547.03,577.55,3984.63,125.09,111.65,332.51,1490.15580457845,1.10969575535583,401.051488242373,8.71392195789772,69.5390501084739,3.64526153992649,1.60588569928149,11.4526221943299,99983,1.33,84.2,4.4,16769,10010833,"397.959,74","68,4",246109,1243753,323907,14.7,"40.482.939"
2020,"ITC4","Lombardia",1549.99,570.58,3983.45,173.38,106.64,324.34,1283.36665629367,0.316868461649081,456.859277590961,6.97403824294711,64.4741694098835,0.663824303045192,1.49088339407136,11.339250235211,135595,1.2662,81.4,2,-46048,10027602,"372.986,08","66,9",240978,1238745,358190,17.5,"15.529.134"
2021,"ITC4","Lombardia",1545.02,565.95,3955.54,150.32,102.92,326.99,1186.80224124446,0.961112259831102,267.820462998902,7.8381393573312,74.8782130690131,0.449607254664156,1.561561176625,10.6385581806003,107820,1.27366,83.6,0,-38550,9981554,"423.767,66","66,5",226402,1227319,359350,18.4,"25.120.583"
2022,"ITC4","Lombardia",1538.47,604.2,4427.41,137.12,94.48,324.69,928.540470860995,6.4907367576346,135.778818050212,11.2821230562338,61.8251504582299,4.95597767692655,1.55221836596264,12.140090840177,112049,1.25126,83.4,7.8,33505,9943004,"457.232,64","68,2",224513,1229698,372660,13.6,"38.971.545"
2023,"ITC4","Lombardia",1535.56,572.74,4589.04,126.69,86.4,329.02,1280.04353050283,1.9806027979033,353.400593682559,7.67543240046195,55.9757538985867,5.98315993306897,1.55365363950076,12.0813128338062,NA,1.21086,NA,NA,NA,9976509,"490.132,1","69,3",NA,NA,NA,10.6,"41.795.073"
2000,"ITI3","Marche",78.8,24.2,147.8,162.8,6.9,226.1,676.29310338532,4.36743642169777,76.4122589902809,7.14925623088751,22.6360783265287,0.0943421256774237,2.48642030229529,14.1370503456192,NA,NA,NA,NA,NA,NA,"30.136,09","61,9",36817,171408,60959,NA,NA
2001,"ITI3","Marche",84.3,26.7,207.5,166.4,5.5,229.1,762.360645535853,1.29060817314705,124.100538665028,11.2722836557151,23.0384423044393,0,2.71171503726914,13.864590743372,14714,1.15,81.7,NA,NA,1446785,"31.775,19","62,5",37911,171522,61357,NA,NA
2002,"ITI3","Marche",86.1,26.2,182.7,165.8,6.3,229.7,1004.76172175204,0.690038936789022,246.039826682223,8.73942754076197,19.5194615527407,0,2.43873025590986,13.8191277797023,15038,1.2167,81.8,NA,10667,1453413,"33.447,67","63,6",38203,173526,61868,NA,NA
2003,"ITI3","Marche",78.8,23.7,153.8,185.3,7.1,225.6,693.776158064172,4.87369749753857,72.3954470305641,7.22386300641487,36.815235549649,2.78015168164323,2.52203559157313,14.0036678901825,16157,1.22103,81.5,NA,17038,1464080,"34.308,06","64,1",39050,174543,62539,NA,NA
2004,"ITI3","Marche",NA,NA,NA,NA,NA,229.4,972.166054294385,0.0628947504516158,186.827803705244,9.78062062790042,26.5442009962342,0,2.53674986012394,13.5759347183127,15125,1.26752,82.1,NA,11985,1481118,"35.779,47","63,9",39871,175982,62483,NA,"12.853.376"
2005,"ITI3","Marche",NA,NA,NA,NA,NA,219.7,1067.31413566248,0,287.343383117786,9.81708888397075,46.6966745817824,0.408042768603364,2.50456093827928,12.7472216422008,15351,1.28227,82.3,NA,8788,1493103,"36.831,21","63,5",39874,176974,61695,13.6,"12.497.502"
2006,"ITI3","Marche",NA,NA,NA,NA,NA,203.4,706.967069141892,1.28186910666395,95.4434701707629,11.11197845222,27.6683101254361,0.21961861032646,2.44038433310364,13.5793119447809,15606,1.32323,82.5,NA,6090,1501891,"38.911,21","64,4",40359,179497,60132,12,"13.048.927"
2007,"ITI3","Marche",78.7,23.9,164.8,188.5,6.3,208.5,680.41148898936,5.16572660930428,76.041680577784,5.9075186218231,16.6390043880335,5.84831311812967,2.58319564900666,14.1438502579302,15801,1.36102,82.8,NA,17293,1507981,"40.627,28","64,8",40293,181188,59994,11.4,"13.584.582"
2008,"ITI3","Marche",74.53,21.5,NA,187.08,6.65,NA,869.274845605913,1.02951998906616,222.867137183608,9.2343239387739,18.9666873248998,0,2.49899909021939,14.0228138920044,16224,1.41987,82.7,NA,15980,1525274,"40.402,78","64,7",40835,183208,58692,13.2,"11.478.362"
2009,"ITI3","Marche",72.73,21.77,164.41,182.77,6.69,NA,964.880779253955,0.0626376460535967,171.751328134077,10.4214180347016,22.5312869934583,0,2.5608776032692,13.9838889957014,16154,1.43338,83,NA,5546,1541254,"39.323,25","63,6",41049,183967,56783,16.1,"10.701.166"
2010,"ITI3","Marche",65.26,19.33,166.21,182.01,6.83,168.52,1105.93998680595,0,256.329964883841,11.8178322797064,29.8849741122644,0.720584968198731,2.48007653241218,13.2444558397566,16222,1.41411,83.5,NA,2816,1546800,"39.430,94","63,7",42267,184767,52685,13.9,"10.792.486"
2011,"ITI3","Marche",67.87,20.54,167.15,182.45,6.72,165.46,718.52581744662,2.12462807872784,184.442355822186,10.8045288961596,22.3894911556284,2.43603741317824,2.43061027315025,14.0904165998394,16412,1.42111,83.5,NA,394,1549616,"40.101,89","62,4",42077,185492,54900,15.4,"11.024.248"
2012,"ITI3","Marche",48.9,23.16,203.23,130.11,4.58,179.89,893.565833601306,1.78694552793232,226.772737408552,10.4116526665267,34.7889730437625,5.16552249907313,2.58958718275214,14.1801335251263,17116,1.3839,83.4,3.6,1658,1550010,"39.243,68","62,6",42323,182154,53552,17.6,"10.925.958"
2013,"ITI3","Marche",96.39,53.15,181.07,136.55,4.18,NA,1083.98406609849,0,229.630734106379,9.03800187950243,26.4926259014414,2.3153845971024,2.4829916536528,13.5676070856439,16870,1.35177,83.6,1.3,-2190,1551668,"38.722,87","61,1",42646,182247,48936,20.2,"11.017.961"
2014,"ITI3","Marche",46.42,18.07,201.27,144.95,2.81,169.29,1044.06440866866,0,199.658793163263,12.2816512758694,8.69538503729789,0,2.43125290687955,14.2616492249854,16826,1.35556,84,1.4,-2342,1549478,"39.638,75","62,4",NA,181977,50514,20.3,"11.354.343"
2015,"ITI3","Marche",46.81,18.06,202.47,144.97,4.96,154.27,903.096851377174,0.0939567672158558,296.803302925949,14.9159608266586,18.2263575933289,4.2517072828769,2.47674155411783,14.3595099488685,18206,1.33743,83.3,-0.5,-7044,1545869,"39.890,41","62,1",NA,182676,47252,19.8,"12.144.715"
2016,"ITI3","Marche",50.29,19.42,190.13,148.22,6.16,158.34,993.02758214138,0.251706058444624,219.33363799846,11.1463036026473,16.1423537173358,0,2.53389450682022,14.0703030985061,17322,1.32457,84,0.1,-5697,1538442,"40.630,63","62,2",40120,182753,49622,19.2,"12.097.530"
2017,"ITI3","Marche",58.46,18.13,192.7,157.82,19.35,150.07,827.40897856932,2.00270761149299,209.546770149476,10.7017146168556,27.7890911882161,6.22786370425802,2.62513064866383,14.2389164092319,18449,1.26097,83.6,1,-6302,1532460,"41.526,18","62,2",38902,184574,50379,19,"11.131.617"
2018,"ITI3","Marche",53.6,14.98,183.87,156.92,18.62,152.2,1003.65284395956,0,196.856355015047,10.1084489539773,21.4334808522179,0,2.42042054069081,14.3449894109175,17175,1.22736,84.4,0.3,-6482,1526331,"42.233,76","64,7",37445,185576,58041,16.6,"9.656.538"
2019,"ITI3","Marche",58.19,15.53,183.48,151.06,16.05,142.22,920.044475654132,0,221.279875910478,12.4936138286959,18.3432744293933,1.47403644184958,2.58271891908156,14.4875819705287,17442,1.19,84.4,0.1,-7649,1520321,"42.924,5","65,0",36342,184765,51051,15.3,"10.370.800"
2020,"ITI3","Marche",56.91,15.16,183.82,150.31,15.95,142.22,777.860553623702,2.80113849836397,223.089387090661,11.9660052721312,15.770789967415,0.56605095792646,2.51143577637174,14.375812349511,19967,1.19117,83.2,-2.6,-14436,1512672,"39.603,4","64,1",35168,183115,50848,17.6,"7.670.124"
2021,"ITI3","Marche",56.71,15.27,164.72,145.51,15.13,142.22,800.526302046536,4.46963655298641,194.650347740877,15.0228383287764,23.9789249364413,1.06405438139512,2.61540041505174,14.1360912386394,19730,1.19617,83.2,-0.4,-11086,1498236,"43.167,03","64,1",33197,180781,58724,16,"9.623.489"
2022,"ITI3","Marche",49.79,15.55,150.32,137.03,8.16,129.99,709.321938558921,4.78398917694928,188.062763817988,16.4058128280874,20.2607875601943,2.44465659537794,2.46764240515128,14.888921436623,19615,1.15855,83.4,5.4,-2852,1487150,"46.273,24","66,8",31851,179795,49463,13.1,"10.600.496"
2023,"ITI3","Marche",52.26,16.32,147.45,131.09,7.2,128.18,947.698188887039,0.0619916178454101,290.081320398168,12.4133184562884,14.5550255331256,4.91119542300649,2.63718086067196,15.0171684219175,NA,1.16928,NA,NA,NA,1484298,"49.206,18","67,4",NA,NA,NA,10.6,"10.660.677"
2000,"ITF2","Molise",57.1,25,47.4,113.2,10.3,100.1,720.427858492433,2.47174805662305,140.401842515927,11.4309227836594,29.7248179289601,1.94441426524641,2.28895910376081,14.0038482449657,3459,1.15,80,-1.6,-1304,322772,"5.422,14","51,8",8741,44078,7605,24,"638.320"
2001,"ITF2","Molise",60.1,28.3,56.6,119.3,10.2,100.3,641.5259185294,5.06177546292978,45.4455043394344,13.3529872654509,29.9588696567819,0,2.52195005597461,13.74138399782,3365,1.12,80.6,NA,NA,321468,"5.698,15","53,0",8453,44288,8158,21.3,"699.312"
2002,"ITF2","Molise",60.1,25,53.3,111.9,10.4,97.9,922.062772568519,2.82749980612266,200.035394580032,10.8147274924995,25.4255689468033,0,2.25467352438239,13.5794300013685,3402,1.14625,80.8,NA,191,320190,"5.833,97","53,3",8554,43881,8641,21.6,"717.039"
2003,"ITF2","Molise",60.7,26.5,52.2,171.8,9.7,91.2,935.281138167131,3.23769969573219,285.106565877432,9.24516181857602,41.3814254472738,0.768694905347752,2.31885686576448,13.5918013090335,3552,1.15633,80.6,NA,-22,320381,"5.949,02","51,8",8449,43223,9720,22.1,"769.334"
2004,"ITF2","Molise",NA,NA,NA,NA,NA,94.9,1076.81557225488,0,274.412462102712,12.9941726489764,33.9019033075274,0,2.30857272249555,13.3275853443637,3456,1.14378,80.6,NA,-631,320359,"6.191,92","52,1",8358,42795,10341,20.8,"754.964"
2005,"ITF2","Molise",NA,NA,NA,NA,NA,78.6,1060.78678513962,0,221.358189305795,11.2768822453833,51.211462531669,0.708987546072016,2.2889874833587,12.649611638612,3556,1.14769,81.1,NA,-1276,319728,"6.343,79","51,2",8223,41965,10437,20.8,"747.805"
2006,"ITF2","Molise",NA,NA,NA,NA,NA,78.2,816.899609191213,1.00022841967616,148.693144332754,14.1910707319485,32.3731945247981,0,2.24044977040525,13.1263725227515,3599,1.14336,80.9,NA,-1115,318452,"6.748,77","52,4",7939,41423,10730,19.7,"742.536"
2007,"ITF2","Molise",59.2,25.7,53.4,164.4,9.3,77.1,739.341428069055,5.11644752767628,86.0473857484457,8.80810680129029,24.9497250469039,8.83391122011321,2.33671454879565,13.8000174448197,3425,1.17784,82,NA,320,317337,"7.015,45","53,6",7739,41028,10604,18.8,"652.171"
2008,"ITF2","Molise",57.05,24.83,NA,162.3,9.68,NA,975.225063042621,0.649049519600329,286.437817411883,13.0192629152992,24.3628910210239,0,2.32695896248479,13.8682118883967,3555,1.18736,81.5,NA,-575,317657,"6.901,47","54,1",7773,40407,10875,19.4,"659.205"
2009,"ITF2","Molise",56.36,25.38,52.96,158.38,9.7,NA,1186.03106504146,0,269.344638896993,10.9131768073017,26.8362379979849,0,2.32965964861517,13.7137837573357,3474,1.13559,82.1,NA,-1143,317082,"6.723,9","52,2",7419,39624,12323,19.7,"602.526"
2010,"ITF2","Molise",50.85,22.55,53.87,158.04,9.92,56.44,1058.66368302702,0,245.257524580675,12.1318403129566,32.3725159952826,0,2.35182747802329,13.3396778895327,3469,1.23405,82.2,NA,-1123,315939,"6.688,44","51,0",7797,39048,9720,19.9,"559.245"
2011,"ITF2","Molise",52.47,23.29,54.25,158.24,9.74,70.35,727.681166815673,1.47128785033982,175.26436656777,13.6235080726534,25.5960268226212,0.177076414580803,2.24147481313697,13.7480953715436,3632,1.19448,82.3,NA,-900,314816,"6.700,01","50,3",7708,38361,8613,22.9,"680.523"
2012,"ITF2","Molise",49.01,18.23,29.24,78.04,7.04,71.35,872.618726913613,3.00046019758566,250.697004517235,13.5772346883637,38.6177557443601,2.41065785707053,2.40720500066034,14.19482292699,3627,1.19421,82.7,2.5,-508,313916,"6.490,27","50,6",7683,37577,8740,24.2,"540.050"
2013,"ITF2","Molise",50.57,20.09,30.18,71.43,7.9,NA,962.210263507558,0.175702538290494,235.675165546919,10.1203672340516,31.8437948903335,1.94554402836107,2.28477957871005,13.7278003559073,3561,1.1799,82.8,2.5,-511,313408,"6.078,4","47,6",7494,36920,8581,29.2,"451.400"
2014,"ITF2","Molise",49.63,19.91,21.88,81.87,7.95,71.13,1048.34011795635,0,198.152141827208,13.6527973565496,12.9439798315115,0,2.22615961962007,14.0384042696846,3561,1.1765,82.8,-0.1,-1377,312897,"6.009,55","48,5",NA,36301,8675,28.1,"419.597"
2015,"ITF2","Molise",48.83,20.22,21.9,81.97,8.63,77.99,968.466516618764,0.117135025526996,357.237936547672,18.8028827535278,22.2999745747756,3.71698669063822,2.25746779992237,14.1481485484623,3884,1.18189,82.6,1.2,-1321,311398,"6.128,39","49,4",NA,35823,7893,25,"492.018"
2016,"ITF2","Molise",50.91,19.39,22.49,83.17,9.58,71.59,958.52744913626,0.763211739801445,179.930773397764,13.1518451264583,20.2462094679183,0,2.33199018947908,14.0213188162317,3579,1.15923,83.4,-0.3,-1578,310026,"6.179,32","51,9",7156,34959,7957,26.3,"460.007"
2017,"ITF2","Molise",58.47,20.2,20.37,82.09,10.5,67.07,880.786500701316,1.12033736559137,262.396774409914,15.0342538452942,31.66625265067,7.30268086130847,2.45556211147832,13.7695191427329,3855,1.20144,82.7,-0.7,-1956,308400,"6.325,46","51,7",6792,36010,8008,26.1,"435.457"
2018,"ITF2","Molise",56.4,16.5,21.26,88.87,11.02,68.75,1223.82421180748,0,362.908634779524,12.3064713056321,20.8330289327563,0,2.24528953423365,14.2741803348517,3703,1.10607,83.3,-3.5,-2876,306564,"6.442,67","53,5",6668,35288,8850,25.8,"448.600"
2019,"ITF2","Molise",49.14,13.25,16.56,89.12,13.75,68.7,962.573092969783,0,212.230055157293,17.5751700552479,22.8938907213302,0.886063960652819,2.42738391315382,14.1065397062497,3663,1.15,83.6,-5.1,-3274,303790,"6.576,39","54,5",6466,34261,8305,24.5,"439.645"
2020,"ITF2","Molise",48.92,13.25,16.49,89.04,13.69,71.83,849.438525269587,0.585675127634979,289.276496277136,14.4532014199228,19.8900008703688,0,2.3261566944367,14.0286396556995,4049,1.06414,82.4,-13.1,-6222,300516,"6.136,66","53,5",6273,32939,8024,28.1,"331.966"
2021,"ITF2","Molise",47.87,11.42,17.26,84.31,10.61,67.86,876.316628274684,3.99816368295302,209.838309578315,17.6704140610738,25.4839169995283,3.83390449929775,2.41795759570582,14.0352190513045,4316,1.08199,81.6,1.7,-2144,294294,"6.854,19","52,3",6067,32619,8012,27.7,"456.011"
