"time","nuts","region","bovine","cows","swine","sheep","goats","cereals_grain","tot.precipitation","months.of.droughts","total.extreme.precipitation.mm","fire.weather.index","frost.days","heatdays","mean.wind.speed","temperature","deaths","fertility.rate","life.expectancy","Crude.rate.of.net.migration","Total.population.change","tot.population","GDP.in.millions","employment.rate","Pre.primary.education","Primary..lower.and.upper.secondary.education","First.and.second.stage.of.tertiary.education","NEETS..","number.of.tourists"
2017,"ITG1","Sicilia",367.98,154.23,44.09,718.76,118.56,301.28,504.400315710844,3.0006788569548,134.687723354751,23.0354047230589,2.67246232265087,4.23278057886555,3.51972060755825,17.7246406219867,54358,1.37181,81.8,-3.3,-29652,4977900,"88.443,52","40,6",130245,668883,121290,37.6,"14.704.926"
2018,"ITG1","Sicilia",351.38,137.11,44.29,757.38,120.44,289.05,782.328061567368,0.511064119672697,198.003708912882,18.3413841176112,0.0623681888491745,0,3.64093705767843,18.024550336094,51983,1.37221,82.3,-3.1,-27098,4942188,"88.652,46","40,7",127227,666225,120269,38.4,"15.135.259"
2019,"ITG1","Sicilia",390.91,133.05,45.15,670.77,96.21,282.35,690.15389433464,0,169.325737643294,21.5927504464007,1.54786785515291,0.49523646656799,3.70894959692404,17.6914118611151,52405,1.33,82.3,-4,-33258,4908548,"89.523,88","41,1",124418,657560,118077,38,"15.114.931"
2020,"ITG1","Sicilia",391.3,133.24,46.45,678.32,93.89,283.5,503.734907128351,0.901745691188265,92.8085633860354,17.5137268917389,0.961290342293551,0.392987061203928,3.3614165845427,17.9065365492744,55583,1.32885,81.9,-4.8,-41585,4875290,"84.022,86","41,0",122463,644613,118386,38.3,"6.622.498"
2021,"ITG1","Sicilia",375.18,135.81,46.13,674.98,90.86,282.64,705.41294339876,1.20538206518969,199.012173080793,23.1742408877739,0.486940782506737,5.08286317378249,3.62023014094529,18.1013647520109,58824,1.34917,81.3,4.4,-376,4833705,"92.259,28","41,1",114463,635723,121011,36.3,"9.689.251"
2022,"ITG1","Sicilia",334.14,155.63,61.78,738.8,93.63,281.21,449.338482043683,2.81570209696025,97.2726881560954,25.2918693767863,0.836973430156243,3.85837267987445,3.36641974133847,18.4495609759673,59466,1.3513,81.5,0.7,-19313,4833329,"102.471,47","42,6",115354,624594,120868,32.4,"14.783.156"
2023,"ITG1","Sicilia",325.04,151.98,59.68,675.5,83.82,300.26,549.653695527317,2.23971957140891,146.882760423171,20.0362913454498,1.28605917593582,9.3318144527509,3.46736821953359,18.313807261581,NA,1.31899,NA,NA,NA,4814016,"110.159,48","44,9",NA,NA,NA,27.9,"16.448.284"
2000,"ITI1","Toscana",103.5,31.1,171.6,554.7,17.2,214.6,1022.62123815068,1.98629600814177,284.77132644102,7.11526420287959,15.1205776578772,0,2.73245238302082,14.4104439802859,40645,1.12,80.7,4.5,3277,3491580,"80.686,36","62,6",79671,362946,134282,13.3,NA
2001,"ITI1","Toscana",131.2,35.8,174.6,589.2,14.3,206.6,888.843847571025,0.1431490211107,138.41843737608,11.6215294646637,20.9214852778662,0,2.94365754029271,14.072556551075,40177,1.13,81,NA,NA,3494857,"84.702,78","63,9",80916,362809,135830,13.8,NA
2002,"ITI1","Toscana",118,34.8,176.9,617.9,15.1,238,1035.41304200348,3.41554761280974,203.622708654991,9.26214001128535,16.5187407979891,0,2.65933244037523,14.2110786541802,40443,1.18253,81.3,NA,14164,3499109,"87.710,82","64,2",82129,371273,140618,13.2,NA
2003,"ITI1","Toscana",109.6,28.7,206.6,571.1,12.2,221.6,747.170186409397,6.05641908969039,127.179625993533,7.53906164870631,29.9413952467494,11.1767907460112,2.91051529637736,14.5094783696044,42254,1.16194,81,NA,30400,3513273,"90.819,37","63,8",84453,374939,146269,12.7,NA
2004,"ITI1","Toscana",NA,NA,NA,NA,NA,261.3,1028.42710055448,0.210770700258386,184.147955565036,10.5717713298961,23.713773015509,0,2.74822897226021,13.8896306000277,39081,1.28037,81.7,NA,31293,3543673,"94.351,03","63,3",86839,377454,149014,12.9,"35.454.949"
2005,"ITI1","Toscana",NA,NA,NA,NA,NA,191.8,977.422600739384,0.864616354197916,233.293485942896,10.9153339465281,43.7036790112711,0.224863347641735,2.64019562314694,13.3012081911974,40699,1.27692,81.7,NA,18526,3574966,"96.344,37","63,7",88029,382236,146050,13,"37.960.671"
2006,"ITI1","Toscana",NA,NA,NA,NA,NA,179.8,729.449236883001,2.77684052798392,130.842624557998,10.7639445809665,24.3178209975542,2.61128793912162,2.75109251650049,14.1945848583393,39815,1.30366,82.2,NA,17488,3593492,"100.655,24","64,7",89776,385469,146396,13.1,"40.943.455"
2007,"ITI1","Toscana",111.5,29.6,199.8,595.1,12.3,182.1,713.731728480844,4.42654167796128,94.8991731491685,6.76601881602294,13.3946107155977,0.785619266331219,2.75132624275899,14.2623699295524,40959,1.34426,82.2,NA,39202,3610980,"105.018,4","64,7",90062,387413,145484,13,"41.695.840"
2008,"ITI1","Toscana",107.18,27.55,NA,591.04,12.97,NA,1094.31621922406,1.75842753846488,241.650989720073,8.84856555211617,14.9857134620321,0,2.74026507155579,14.1583015603413,42222,1.41082,82.2,NA,33180,3650182,"106.113,21","65,3",91615,392519,143756,12.8,"41.261.956"
2009,"ITI1","Toscana",105.53,27.97,197.23,580.52,12.98,NA,1059.17687133794,0.615304867636536,247.796743110763,11.2169240501147,20.9899643690219,2.10039934707137,2.81698889547223,14.4888348400552,42110,1.37333,82.5,NA,23230,3683362,"103.998,67","64,7",92576,397234,144628,12.7,"40.971.354"
2010,"ITI1","Toscana",97.03,25.2,200.31,572.65,13.29,156.19,1370.97310187014,0,351.513973385436,11.3098210701911,27.9137357283067,0.494785594991015,2.82036206823975,13.6305651779115,41521,1.4008,82.9,NA,19671,3706592,"105.269,68","63,7",94039,429789,125143,15.6,"42.031.975"
2011,"ITI1","Toscana",100.33,26.31,201.14,576.13,13,137.32,700.88167247799,3.43981047157429,83.5289860904491,10.4993153969944,19.2263331616622,3.38020672410766,2.71992623803932,14.5114305631539,41693,1.38303,83.1,NA,7272,3726263,"108.102,62","63,6",94899,421383,133568,16.1,"43.684.791"
2012,"ITI1","Toscana",105.01,35.1,147.66,479.75,15.54,166.82,940.210241321165,3.72116478892356,241.698814615761,10.0040384460239,30.3129546307783,4.04823495276928,2.84981928955888,14.3922975099695,43456,1.39075,82.9,6,10002,3733535,"107.566,48","63,7",95705,410013,130740,18.1,"42.651.126"
2013,"ITI1","Toscana",86.63,29.07,144.44,426.9,19.02,NA,1166.28041665936,0.128572534256394,241.621282722252,7.76387829462729,23.8462488757194,2.19464461093898,2.73160632531575,14.1032273236942,42185,1.3435,83.4,3.6,756,3743537,"106.707,54","63,7",95670,413979,122522,19.7,"42.696.395"
2014,"ITI1","Toscana",75.86,28.59,133.26,440.19,16.98,162.49,1314.98192069621,0,331.406890432263,12.5656101789656,5.92266714547653,0,2.68587658516879,14.8291149641882,41507,1.35784,83.8,3.9,2143,3744293,"108.725,23","63,8",NA,418999,121172,20.1,"43.150.721"
2015,"ITI1","Toscana",79.81,27.83,143.13,431.39,23.49,164.12,844.937041973168,0.239085423524452,184.376331353147,13.7358929565698,13.5093952863588,9.68802654126802,2.68271249069239,14.8512821826075,45350,1.30766,83.1,2.6,-8256,3739044,"109.850,44","64,8",NA,422163,116460,18.6,"44.379.574"
2016,"ITI1","Toscana",85.88,27.74,124.99,423.78,25.2,161.99,1062.09017794678,0.495761509379713,212.059098059204,10.6608353080971,14.1093307933221,0,2.79542888757329,14.6515163689658,42477,1.3143,83.9,3.6,-1961,3726422,"112.284,25","65,3",92467,422902,120627,18,"44.298.911"
2017,"ITI1","Toscana",82.08,19.11,127.28,450.16,26.45,172.5,727.94697565144,4.84445246692392,153.430146988372,10.7571701013049,22.7318948952091,6.44864563725666,2.83894341450263,14.6635238232986,44521,1.29473,83.7,3.5,-5469,3721391,"114.675,42","66,0",89400,431898,122048,16.7,"45.935.063"
2018,"ITI1","Toscana",83.94,21.77,124.71,428.88,23.69,159.89,1119.84785043165,0.522748018483607,213.277198314673,10.0201966725082,17.6902727326886,4.24319827463433,2.77893284531891,14.9976705725531,43442,1.2608,84,3,-7327,3712048,"117.431,53","66,5",86933,435771,123801,16,"47.618.085"
2019,"ITI1","Toscana",91.9,25.43,137.01,366.52,25.49,143.21,1158.19375118094,0.309283277389278,359.340364116181,11.9456994782585,16.4570093990848,4.53672679393016,2.84051184122155,14.9391300816591,43677,1.21,84.1,3.1,-8788,3701343,"121.886,82","66,9",84484,437147,126576,15.7,"48.077.301"
2020,"ITI1","Toscana",92.56,25.61,137.74,365.72,25.25,141.44,941.471635715089,0.709482216775487,209.005377813193,11.6674307364185,11.1655554184231,1.5154962583214,2.71472641754683,14.863271519414,47821,1.16528,83.4,7,310,3692555,"107.802,12","66,1",81493,434218,128084,17.3,"21.972.603"
2021,"ITI1","Toscana",88.94,25.91,134.83,363.85,23.76,128.52,923.003307087561,1.98894407141125,154.481358899946,13.4811528422376,19.0119807412453,3.74242306126081,2.90693609344058,14.5289163903479,47505,1.19587,83.4,-1.3,-29674,3692865,"119.445,29","65,6",76888,431066,131005,17.9,"31.323.954"
2022,"ITI1","Toscana",88.57,23.9,128.29,358.37,21.11,132.24,857.023315717732,3.11987616584551,246.499098956192,16.8385911896408,14.0881679380374,13.0409920589063,2.62481832889341,15.5841503133158,48903,1.1573,83.4,7.1,-1210,3663191,"130.322,65","68,6",74999,427323,130937,13.8,"42.793.402"
2023,"ITI1","Toscana",91.27,25.24,132.7,335.85,17.87,141.08,990.072260805149,0.482338430287231,233.389240513592,10.7667649403397,11.8052504605114,10.8514590554169,2.81673401050451,15.5551499595539,NA,1.1244,NA,NA,NA,3661981,"137.818,56","69,3",NA,NA,NA,11,"46.019.310"
2000,"ITH2","Trento",NA,NA,NA,NA,NA,0,1697.02275908603,0.399052549893381,607.948578872973,1.60737814816864,132.364451472598,0,1.13543942272536,5.9381943285681,4537,1.43,80.5,6.8,3805,470505,"13.879,72","66,4",NA,NA,NA,8,NA
2001,"ITH2","Trento",49.4,25.6,5.9,18.2,4.4,0,1296.19226399166,0.721860282602774,140.0803451104,3.09746451244362,132.491531073187,0,1.15033660076888,5.92384468518833,4317,1.4,81.3,NA,NA,474310,"14.588,09","66,3",NA,NA,NA,8.2,NA
2002,"ITH2","Trento",47.3,23.9,6.4,17.8,5,0.2,1760.64534997839,2.51960660844076,529.48521077159,2.4909891464749,129.484970216123,0,1.09243662905433,6.3194101888065,4295,1.43926,81.3,NA,5000,476750,"14.990,95","65,7",NA,NA,NA,8.3,NA
2003,"ITH2","Trento",57.8,30.6,12,20.3,7.7,0.3,1141.60464563471,7.23874025572893,311.748107617127,1.67598433249291,150.191810482727,7.84676613309146,1.11233928460747,6.04649469423913,4640,1.40575,80.8,NA,6349,481750,"15.503,2","66,1",15286,58954,15205,8.1,NA
2004,"ITH2","Trento",NA,NA,NA,NA,NA,0.3,1356.0512301315,0.358750049064974,244.41232817672,2.06098119279146,141.873375122314,0,1.14589496911091,5.77526820570006,4478,1.55069,81.3,NA,6641,488099,"16.015,72","65,6",15662,60822,15056,9.1,"13.848.755"
2005,"ITH2","Trento",NA,NA,NA,NA,NA,0.3,1212.10055716055,5.5551832861175,175.974048312694,3.15607827737785,138.562731391497,0,1.1438098935095,5.53692013901633,4462,1.49402,81.9,NA,4972,494740,"16.407,95","65,1",15669,61995,15745,10.1,"14.495.715"
2006,"ITH2","Trento",NA,NA,NA,NA,NA,0.3,1120.53847172354,4.03885139770632,181.855496581604,2.67539830270422,126.690344618029,2.40104944602826,1.10517292622716,6.46491462392368,4565,1.51405,81.9,NA,4386,499712,"17.040,78","65,4",15744,63531,16487,9.8,"14.589.041"
2007,"ITH2","Trento",52.5,27.7,10.3,22,6.6,0.4,1222.5515744004,1.96423631017691,225.779562779016,2.22283364545725,112.858069272434,3.48348184950787,1.1503114556162,7.2548306839916,4595,1.52191,82.5,NA,6413,504098,"17.916,97","66,3",17180,66224,16617,9.3,"14.703.083"
2008,"ITH2","Trento",51.05,27.37,NA,22.04,6.7,NA,1743.99673422667,0,409.767362740769,2.26156022060448,123.848478116829,0.120371622887738,1.12622213585408,6.59046084394026,4675,1.60326,82.7,NA,6348,510511,"18.187,45","66,7",16185,67334,16474,9.8,"14.873.012"
2009,"ITH2","Trento",51.27,28.17,10.14,21.2,6.78,NA,1480.76844993918,0.318078107348252,416.023049463494,3.54160857024879,128.305461653819,0,1.14456603789765,6.50841984846215,4622,1.59712,83.1,NA,4672,516859,"17.934,36","66,5",16276,68230,18267,10.9,"15.235.186"
2010,"ITH2","Trento",46.81,25.42,10.32,21.92,6.92,0.35,1790.60107982344,0,504.297826474013,3.29191385614726,138.599007100948,1.7162261041154,1.14041942097453,5.66989196822425,4751,1.64757,83.2,NA,4302,521531,"18.381,25","65,9",16426,69030,15433,13.6,"15.191.244"
2011,"ITH2","Trento",47.77,25.84,10.35,21.76,6.73,0.34,1303.28673168437,0.838777048421152,295.331784812844,3.02738091134206,119.759484859744,4.76490085304488,1.073323938775,7.30099188910998,4590,1.61501,83.9,NA,3413,525833,"18.859,09","65,9",16209,69761,16956,13.1,"15.287.619"
2012,"ITH2","Trento",39.26,14.9,5.36,37.48,4.16,0.34,1495.60477161496,2.0809797760149,384.238467450198,3.54021628498642,133.193212022232,2.08133855688134,1.14912414959951,6.3467180392152,4666,1.59941,83.9,7,4189,529246,"18.884,59","65,4",16312,70964,17297,14.2,"15.488.347"
2013,"ITH2","Trento",43.8,18.69,4.48,40.58,7.51,NA,1723.76923078766,0.241105068409502,382.468859208638,2.16984949096,122.106276641904,4.56337234849354,1.12362374434264,6.66607132336509,4842,1.60381,83.9,5.8,3378,533435,"19.375,6","65,5",16390,70580,17401,15.2,"15.482.582"
2014,"ITH2","Trento",45.06,24.01,6.99,36.74,6.51,NA,1868.91406380779,0.557912977035013,450.397899236764,3.26380848516523,99.5018382661823,0.598583397867944,1.08133540222252,7.30383916187674,4753,1.54264,84.4,2,1179,536813,"19.384,64","65,9",NA,71022,17496,16.7,"15.369.920"
2015,"ITH2","Trento",44.45,21.92,7.79,36.76,8.14,0.32,1221.34792517238,0.442628996474134,183.558260639469,3.96279162015245,115.676708127253,7.55827251834336,1.13996177014107,7.69303620373591,5051,1.56066,84,1.9,807,538188,"19.333,75","66,1",NA,71695,17695,15.9,"16.070.571"
2016,"ITH2","Trento",45.23,21.71,7.28,40.46,8.8,0.36,1503.69520252701,0.598582637426049,285.64334690907,2.22061552138846,114.876773333941,0.358385177745698,1.11468942719612,7.13795061520426,4959,1.51954,84.3,1.3,381,539513,"19.657,05","66,0",16003,71651,17119,15.9,"16.930.768"
2017,"ITH2","Trento",50.63,24.45,8,46.85,12.51,0.35,1418.32070332366,2.07842643376303,363.485579133812,2.91384727040333,123.342664258941,4.20261550371371,1.16113326183391,6.99320774232149,5062,1.4863,84.4,3.5,1294,540280,"20.063,29","67,6",15648,71608,17158,16.3,"17.776.030"
2018,"ITH2","Trento",52.18,25.29,8.7,46.7,12.35,0.36,1497.18382107522,0.397962505504592,278.390154496083,2.42115598930979,117.57219197368,2.11601068489069,1.06988575460437,7.35261240902287,5014,1.4505,84.6,3.4,1200,541966,"20.885,7","68,2",15223,71686,19365,14.2,"18.156.000"
2019,"ITH2","Trento",52.39,25.57,8.66,47.86,12.24,0.41,1812.10393215749,0.241828713677557,500.028806257442,4.17735512586432,120.243715497526,3.83187037605001,1.14436916735038,7.23313406196485,5074,1.42,84.9,4.7,1704,543721,"21.463,65","68,5",14777,71501,17655,12.5,"18.431.051"
2020,"ITH2","Trento",59.49,29.36,10.87,30.91,11.36,0.42,1674.34001076509,0.198798817092658,614.85611958034,2.87581688499007,119.785470137052,1.91557450951266,1.09335327929359,7.27185719140516,6526,1.36345,82.8,-1.4,-3259,545425,"20.150,28","67,3",14168,71147,17968,14.3,"11.701.138"
2021,"ITH2","Trento",52.72,25.86,10,31.67,10.97,0.43,1395.96702243356,0.917027136977367,307.401673106587,2.84044407498715,137.081944492362,0.240743245775475,1.13618334539642,6.17580321258635,5397,1.42453,84.2,0,-1208,542166,"21.358,42","67,3",13848,70899,19056,17.6,"11.946.879"
2022,"ITH2","Trento",49.58,25.47,6.08,36.7,10.54,0.42,1218.0546560587,5.08714984793509,193.038527921452,5.22086772215082,119.729773578637,2.044840547933,1.12608279771675,7.71895780153523,5434,1.3653,84.4,6.4,2038,540958,"23.777,15","69,5",13453,71208,17443,11.1,"17.768.639"
2023,"ITH2","Trento",50.53,25.05,6.71,36.33,10.06,0.42,1535.12844342759,0.159039053674126,385.749153180787,3.69113944846071,107.166034049828,6.51525022963624,1.12891430497204,8.02786904800342,NA,1.285,NA,NA,NA,542996,"25.205,27","70,2",NA,NA,NA,9.7,"19.141.944"
2000,"ITI2","Umbria",63.1,19.3,250.5,149.8,6.3,126.6,899.374899928201,0.129324877775534,165.897879444552,8.47199220121874,31.7879798376865,0,2.0845307150051,13.0092732829216,8988,1.17,81,6.9,3343,820844,"17.713,77","62,6",19717,95108,32826,13.1,NA
2001,"ITI2","Umbria",64.8,21.4,271.1,170.9,4.5,124.4,796.962991810602,0.0876313485192278,65.7204711837243,12.74017545306,31.7452335006465,0,2.32163428879419,12.7405679954496,9196,1.17,81.1,NA,NA,824187,"18.658,9","63,2",19820,93802,33667,12.2,NA
2002,"ITI2","Umbria",67.4,21.5,271.7,164,5.3,125.1,1039.39148097664,3.65459939767199,212.954843136083,10.7114820991116,27.2717504609947,0,2.05234312043446,12.8145256669025,9229,1.23581,81.5,NA,4760,826176,"19.096,3","62,3",20446,94393,35540,12.5,NA
2003,"ITI2","Umbria",67.6,21.4,249.3,168.8,8.2,124.4,756.412933198996,5.08604511670443,96.0048849754023,8.17341602010342,52.1330333421019,6.56891458154937,2.15604667938058,13.1636005744802,9515,1.22689,81.3,NA,10853,830936,"19.749,37","61,0",21024,94835,38132,12.4,NA
2004,"ITI2","Umbria",NA,NA,NA,NA,NA,125.7,1092.46679686877,0.873676124108627,193.171848360224,11.4947221650637,39.6098925553109,0,2.12640843144248,12.5798475311468,9092,1.31422,81.8,NA,7985,841789,"20.582,18","61,4",21232,95458,40765,12.6,"5.753.804"
2005,"ITI2","Umbria",NA,NA,NA,NA,NA,121.6,1060.57431023158,0,233.399559442023,12.4539004457646,69.8627142613712,1.8242071619352,2.05427290598407,11.7527177720578,9952,1.33723,81.4,NA,5781,849774,"20.985,04","61,6",21626,96009,41063,13.8,"5.820.925"
2006,"ITI2","Umbria",NA,NA,NA,NA,NA,112.1,697.965366134518,2.6529999228008,99.1299820725958,13.0267472255377,41.310079408155,0.736395246007761,2.08519876720943,12.7295658907688,9518,1.36424,82.2,NA,3252,855555,"22.022,66","62,8",21829,96796,40238,11.8,"6.137.303"
2007,"ITI2","Umbria",65.4,20.7,259.5,176.6,6.9,120.3,710.433876924268,4.47119351306706,83.3192278251725,7.27390218844741,26.7618652749286,4.95107359106525,2.15695301630445,13.0303529568263,9699,1.40078,82.3,NA,11491,858807,"22.865,92","64,6",22132,97590,40273,12.4,"6.252.102"
2008,"ITI2","Umbria",62.76,18.96,NA,175.83,7.1,NA,1050.15403993395,2.04434497097424,222.845163885652,10.7223650073902,28.8745509310884,0,2.12494150991784,12.920371056505,10202,1.44456,82.2,NA,9342,870298,"23.166,95","65,3",22535,98401,38892,12.9,"6.011.326"
2009,"ITI2","Umbria",61.79,19.29,257.6,171.35,7.18,NA,1006.76854659308,0.739575170438707,145.22243128356,13.0853959755022,32.6144847606065,0.739397909595797,2.1579621398267,13.0486962297968,9849,1.37961,82.8,NA,5297,879640,"21.784,65","62,9",22823,98275,39772,14.1,"5.584.081"
2010,"ITI2","Umbria",60.8,18.74,262.26,171.37,7.33,110.02,1298.00137471171,0,351.644075461311,13.0571904822614,43.1257831122678,2.30636678285879,2.12557962994471,12.3306136475287,9949,1.41125,82.9,NA,4513,884937,"22.180,14","62,6",23847,99435,32988,15.4,"5.626.727"
2011,"ITI2","Umbria",61.03,19.13,263.42,171.6,7.17,111.88,754.158190895208,2.17350003186577,187.119578659216,12.0021037351455,31.1026620906084,4.4747171682724,2.04570350677022,13.1091145566411,9937,1.39329,83.3,NA,957,889450,"22.427,2","62,2",24260,98813,33213,15.3,"6.037.002"
2012,"ITI2","Umbria",47.59,12,177.49,112.77,5.04,115.45,913.043470928613,4.61715267115596,221.972442261221,11.9421844975993,51.1639322319967,9.96416264784959,2.20272532058691,13.3176779308857,10418,1.39252,82.9,5.8,2335,890407,"21.810,98","61,5",24681,99689,30976,18.1,"5.825.889"
2013,"ITI2","Umbria",56.15,15.36,170.72,229.23,4.68,NA,1144.71670299909,0,166.19983789282,9.70580053769697,39.8675002737567,4.56359431764775,2.04966419242037,12.5791289600808,10124,1.38056,83.3,2.4,-643,892742,"21.452,99","60,9",24351,99877,27536,18.9,"5.685.954"
2014,"ITI2","Umbria",50.84,18.8,176.36,199.62,4.78,116.84,1130.90291057544,0,209.164213366314,14.5235513914927,14.0136159349759,0,2.01987114760794,13.2650759710761,9907,1.34376,84,1,-1980,892099,"21.061,5","61,0",NA,100326,25932,23,"5.858.979"
2015,"ITI2","Umbria",53.29,18.39,177.3,200.03,4.72,116.93,855.965499955057,0,232.153467963091,15.9519486854293,27.3899402886358,5.95724290906102,2.07952710269191,13.4353299513202,10811,1.28714,83.2,0.8,-3581,888288,"21.638,94","63,1",NA,100838,25968,20.5,"5.910.632"
2016,"ITI2","Umbria",54.45,18.21,185.8,187.61,5.18,81.17,1118.55063622237,0.174207420267371,204.441523856892,12.8945381767926,23.4376242133726,0,2.13496009641649,13.0984192938204,10252,1.2774,84.1,1.8,-2273,884092,"21.744,99","62,7",22871,100540,25776,17.7,"5.986.392"
2017,"ITI2","Umbria",53.43,11.86,187,178.03,4.49,81.11,821.401283618874,3.79294714063028,245.173043255455,12.0761947858271,38.8673014849773,9.14171403722247,2.24857887937874,13.3082953473673,10789,1.25818,83.9,0.5,-4268,880992,"22.264,3","62,9",22216,102069,26989,19.5,"5.483.138"
2018,"ITI2","Umbria",53.45,11.48,193.38,177.78,5.05,89.44,1118.20893635021,0,209.540003079591,11.7077771108406,28.1729716535035,0,2.05280976361723,13.4641008038201,10078,1.22402,84.3,1.9,-2625,876477,"22.939,39","63,0",21407,101753,26240,18.9,"5.937.298"
2019,"ITI2","Umbria",53.35,12.04,193.22,149.46,6.51,89.63,1035.27936842053,0,253.438415467026,13.931826125123,27.1735158314178,4.4346537609542,2.19502737900329,13.6219575813499,10263,1.2,84.5,1.3,-3579,873744,"23.087,4","64,6",20571,102308,26709,15,"5.889.224"
2020,"ITI2","Umbria",53.85,11.92,197.06,147.44,6.38,86.5,976.51730957499,0.565364446980825,337.482746612208,14.1857713145431,21.8213735954716,2.96486260238514,2.11809321668995,13.388828804387,11045,1.15811,83.7,1.2,-4713,870165,"21.192","63,5",19837,101695,26986,18.7,"3.017.352"
2021,"ITI2","Umbria",57.02,13.13,192.02,150.03,6.59,64.99,895.848820110778,3.95637648460974,137.57827280525,16.535851788147,35.7863919374498,4.00371416918176,2.2388796221817,13.2182073887249,11488,1.18083,83.4,-0.5,-6640,865452,"23.028,31","64,4",18666,100843,30256,19.2,"4.448.061"
2022,"ITI2","Umbria",55.37,17.45,201.87,128.27,6.47,83.56,861.03801397237,3.70053474458846,287.841930934425,19.8881548812086,30.3509073067602,8.71308874258886,2.06215182280091,14.1719967441084,11607,1.13235,83.5,5,-2405,858812,"24.697,93","64,9",18199,100298,30684,14.4,"5.959.984"
2023,"ITI2","Umbria",54.73,17.41,201.5,124.53,7.88,79.18,1039.26085756315,0,202.280236059738,13.5531367536542,22.2256279470228,8.13534011111684,2.21121986780287,14.1361857132152,NA,1.10885,NA,NA,NA,856407,"26.087,97","66,5",NA,NA,NA,10.5,"6.428.948"
2000,"ITC2","Valle d'Aosta",38.9,20.1,1.1,2.2,3.4,0.1,1760.71612475438,0.334129377914511,643.164688677521,1.85886907252755,187.023180323904,0,1.19215661617158,2.50379714257002,1368,1.26,78.2,4.3,412,118861,"3.441","68,8",3030,12442,NA,11.7,"3.200.082"
2001,"ITC2","Valle d'Aosta",49.5,23.6,0.7,2.4,2.9,0.1,1454.54760569177,0,212.757871239978,3.03856430150196,186.744054036903,0,1.19430513796933,2.41997876725611,1278,1.22,79.2,NA,NA,119273,"3.625,8","70,0",3021,12363,144,11.2,"3.254.401"
2002,"ITC2","Valle d'Aosta",41.8,20.4,0.9,2.2,3.2,0.1,1797.50378411832,3.06306621446211,547.839230286494,2.48700858540978,195.200736180858,0,1.14985484174212,2.70369375754558,1335,1.24512,78.8,NA,1036,119347,"3.757,05","70,7",3184,12804,246,8.9,"3.304.210"
2003,"ITC2","Valle d'Aosta",42.7,21.7,0.7,2.2,2.7,0,1153.11596065559,7.53317590082893,173.500189366535,2.09499400982493,192.43709158362,4.67302994785371,1.15118692778312,2.6454018050091,1314,1.28315,79.4,NA,1309,120383,"4.040,76","67,5",3174,12887,359,9.7,"3.496.219"
2004,"ITC2","Valle d'Aosta",NA,NA,NA,NA,NA,0,1398.86280866315,3.92917742633378,330.472059306835,2.03185093632361,197.232665415454,0,1.18365438687849,2.14375294181372,1208,1.32841,80.5,NA,1107,121692,"4.158,25","67,2",3354,13326,587,12.1,"3.198.211"
2005,"ITC2","Valle d'Aosta",NA,NA,NA,NA,NA,0,1148.51563838011,6.39987907067411,170.845067211816,2.66650300515174,183.705449698059,0.400776524126327,1.12727867353642,2.05865703133156,1306,1.34171,79.9,NA,1040,122799,"4.295,92","66,4",3423,13305,729,10.6,"3.188.648"
2006,"ITC2","Valle d'Aosta",NA,NA,NA,NA,NA,0,1388.0340787063,3.200238052055,249.324868313832,2.54173117680134,176.091011386063,0.468615199478721,1.15907179885089,3.09074354745394,1242,1.44373,81.3,NA,797,123839,"4.454,09","67,0",3423,13368,1110,11.5,"3.207.724"
2007,"ITC2","Valle d'Aosta",40.7,20.9,0.8,2.4,2.7,0,1415.6322426507,0.867899774448136,285.875953706297,2.30133324460699,185.537858339145,0,1.17656195862329,3.23055330479724,1274,1.47246,80.9,NA,1022,124636,"4.578,35","68,2",3555,13751,1107,11.2,"3.106.584"
2008,"ITC2","Valle d'Aosta",40.59,20.69,NA,2.45,2.86,NA,1664.53533796577,3.06992892681078,326.39128250042,2.48897108054009,184.620611430604,0,1.14539340998723,2.75103661612536,1255,1.57543,81.5,NA,857,125658,"4.730,28","67,8",3456,13901,1059,11.8,"3.113.340"
2009,"ITC2","Valle d'Aosta",40.86,21.22,0.75,2.36,2.87,NA,1475.4703780012,1.06336282788166,285.167873808045,2.81950617533949,181.438285650491,0.468615199478721,1.175657989276,2.94729786723121,1272,1.6233,81.9,NA,442,126515,"4.528,49","66,8",3497,13989,1173,14.6,"3.133.921"
2010,"ITC2","Valle d'Aosta",37.67,19.37,0.8,2.4,2.93,0.03,1586.50489168095,0,297.214333822303,3.10870122510529,197.164219555741,0.39808797036646,1.15534608706314,1.57787720855146,1283,1.62203,82.1,NA,196,126957,"4.737,8","67,3",3561,14418,1165,14,"3.107.827"
2011,"ITC2","Valle d'Aosta",38.5,19.63,0.8,2.39,2.85,0.04,1396.98707313605,2.46264740285108,338.10410719674,2.47953513055684,176.961598445405,2.26509409795916,1.10980551681442,3.60601400934968,1288,1.59821,82.5,NA,152,127153,"4.838,8","66,9",3612,14609,1202,15.2,"3.126.165"
2012,"ITC2","Valle d'Aosta",26.54,16.15,0.72,1.98,4.93,0.04,1508.39254825769,0.666468924386966,254.59851447346,3.72308817592577,186.892867392063,3.12553539548834,1.18058610997682,2.91645735182078,1283,1.57354,82.7,5.9,646,127305,"4.879,29","66,3",3729,14792,1201,13.5,"3.166.295"
